,,,,,,,
,Mini Soccer,,,,,,
,No,Nama Lapangan,Kota,Lokasi ,Rentang Harga,Fasilitas,Image Address
,1.,Serenia Mansion Mini Soccer - Jakarta Selatan,Jakarta,"Jl. Karang Tengah Raya No. 9, Lebak Bulus, Jakarta Selatan",Rp 400.000 - 1.000.000/jam,"2 ukuran lapangan (60x40m untuk 7v7 dan 40x20m untuk 5v5)
Kolam renang
Gym
Kafe
Tribun penonton
Area parkir luas","https://gelora-public-storage.s3-ap-southeast-1.amazonaws.com/upload/public-20240730101703.jpg

https://www.clubsereniamansion.com/wp-content/uploads/2020/12/Soccer-Drone-2020.jpeg"
,2.,Ourground Surabaya,Surabaya,"Club House Royal Residence, Wiyung, Surabaya",Rp 350.000 - 550.000/jam,"Lapangan FIFA Pro Standard 60x40m
Hot shower
Cafe & resto
Parkir mobil dan motor
Rumput sintetis berkualitas","https://asset.ayo.co.id/image/venue/175938232918892.image_cropper_1759382162379.jpg.jpeg

https://asset.ayo.co.id/image/venue-field/173529674973281.image_cropper_DA875A5A-F33B-4B4E-A757-25FD59AD1E56-7572-000005A3414EDF20.jpg"
,3.,MV Arena Mini Soccer,Bandung,"Rooftop Ubertos Mall Lt. 3, Jl. AH Nasution No. 46A, Pakemitan, Cinambo, Bandung Timur",Rp 300.000 - 600.000/jam,"Lapangan rooftop dengan pemandangan pegunungan
Rumput sintetis
Tribun penonton
Toilet
Area parkir","https://asset.ayo.co.id/image/venue/169633925028879.image_cropper_1696339236232_large.jpg   


data:imagjpeg;base6464,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMTEhUTExMWFhUXGB0YGBgYGR0bHRgXGBgYFxgfFx4dHiggGBolHRcXIjElJSorLy4uFx8zODMtNygtLisBCgoKDg0OGhAQGy0lHyUtLS0tLS0rLS0tLS0tLS0tLS0tLS0tKy0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tK//AABEIAKgBLAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAAEBQIDAAEGB//EAEAQAAECAwUFBQYCCQQDAAAAAAECEQADIQQFEjFBUWFxgZEiMqHB0QYTQrHh8FJyFBUjM2KCkqLxB0OywhZT0v/EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMEBf/EADARAAICAQIEAwcEAwEAAAAAAAABAhEDITEEEhNBMlHwFCJhcZGhsQVSgdFCweEj/9oADAMBAAIRAxEAPwDxGMjIyADHiaANelYlLlApJKgCCABqdvBvGIFIdn57YANtnl1+W+NLLnIDhGRIij0rvgAgOkYIwxjwAaiT0Zhxq/zaIxuACyU7HtAU11aoFBr0pEVKfTpGiss3lveu3nGoAJ6GrV7ta5scmo56xGNRkAFlcOQbFnq4AccKgxERp4yADcZGRsQAYItlkAOwJD5k1cMGYUw1OeopQxACLUS4BEUtUHYwID1BBplsz2HlGkECpD+H3wi1UptIpUmGBBo2CGLu+nWr7YnjDUBxbX0rRm3jXTfFZhASlEuGD1oDUE7xrGlJIJBcEUI3jbEpYT8TsxyZ3amejs+6MXs59d+ykAysxbKWQCXVkzhTdl6g0qOY5xGXLd2YMCalstm0xk1JBIOYLGoPiKHjABpUwnUnj/mIgxkZABvGWZy0WicMBSUAqJBCyVYgAGws+FstHpnFMYRABOa1GGQz1J31I3UagEYZB2Vq41DBy43V6GIsc2LHL6RtIoYAIERkXLnEkmgcuwAAD7Ngisk7YAIiNqbTx26xhEagAjG4kExLBABXGRIpjGgAjGRtoxoANRkbaMgA1GRtoxoANRkSaNNABkZG2jGgEajcbwxvDABoCJARtKYsTLgA1LTHR+zNyqtExKEipLQrs0gR3PsbavczEqAqDFqNkSkXe2X+n67JLCyxB2bY82tEtjHt/wDqF7Rm0y0ykpqzsNSRHj8ywzFYylCiEDEsgEhKXZ1bA5HWJem4KSF6p7owlKSwASpgCntYjUDtO5FXgZoZKuuYJQnYf2ZWUBVO8ACQ2eRHWGUr2ZafKkzJ0pAmJSr3mLElAUHGIjI7RpE2VaOcjeGHouqVhn4p3blkCWkJJE3tMS/wgCtc4ukSbGlVnK/erSw/SEhkkF8pZrRmqdYLFzI5zBGlEsAdMqba84ZXmEGasygRLc4QakJegO9oHKDlDHYI0TwAEaihOE6EAs5FDpkWI1iz3cErmr92mXidCSVABmClZneWAry0gHYviSQTkHiWGCrZb1zGxJlBvwSZct6NXAkPAAGUnJjESIsrGKFM+G6AZVE5WGuIE0oxarjOmTP4RoiNoQSQACSSwAzJNABtMAEIwiNqQQSDRi1dsSTKfVI5wAGWGzhZA2x6Ffn+mKpNjRaUTAvEHIAZny4x5xZppSXj0Sz/AOo05VjFmUEkAs+rZj/tC7kvY88n2UpLEQOpEdFbZqZhfIwrnSItoSkL8MaaCvdRAS4kqyholg1i4IiUmU5AAdyKQgBmjMMMrRYFSyUrQUrSSCkgggjQg5GILlQrFYCUHZG/dHZBypJ8IkJVRBYWA+6MYJekdDarrcpMmVOKSlOaSe0wxZBsLu0Vy7htBNJRY5EsKcy8LmFYjTL++UESLMVUSkks7APlUngzx0dm9kJ5qTLSN6i+oybzhrdnskpBxfpBSWIJSCCynSQ+LUPyMLnQWcVLlUiSZY++Udwr2YssskKnEn8yfSBxYbIn4FK/q+UHUSE2ILFKBWMSsAOaiCQkMasKmOguTFLWlQGIhiGDjdSDJE+SlsEkaVKUwzuy1rHdZOI7Tvagh9ZIykwC9L3tH6R79AUmZmClLMSGpoM4UKuS1hKltgTNDK7Se0O8xALs6Xy0jqRdSphUpS6A1YbANatXaIuXdTMFrJFS+IAaDRgc9sYZONxrQjnSOIu72fVMJQqalCRV6lid1PnGrTc8pCgP0jFUCicOrFnJ4x2puiQk1QK1GKr8MRr1VEEWaUKYRqW1z2M/RMcr/UIrZMTynPWm7LGJaRLTNmK1JJzpkwAidksyUoKU2NJV+JSUkgaVLkQ7siUUwgJpUjzqT1aDUzAhbFWNANSBhcakCgH8zxL4zI/ChdRnKJudalEqkJwkNRnHAkCsQtns8gDvTEHYpIUN3djslXjLTMfApUp6BZzBoHIyP5YyzWwOrCEnECGZ23hwVPvpBHisifvUHVaOG/8AHCUAJEtZJJxYiklnDAEeD6QrtXs7aUBJVIUEqyIDggULEPrHp8mWtsAfC4U28Oxwh9pz2wDMuJw4mKSzsAXDuc8gKxtHjY9ylmOAl+zxTOXJmrly1ISSSTiS4TiABS7k5bKxCfdMsWf3gWfe+8KfdtTAA+J3qXozR3tsumcwTjQsZjEBwzI37YQT7uQ7KlEH+E7BsO8eMdGPNGexayWcWJW0PEZkjZHot1exqZ62lFT6BQ3baQVfv+m06UnEwba8a8xqpHlRlxBSI6K8fZ+cg9x+BB83hUuxLfuq4MX+UOxpgK/HX6RApgmfJKcwRxDfOKWhlWbSTF1mU4UNzjimvyxQ4kWNM5IWZ6lKNSCn4s1OSSVHfFki6JaDiKlZOxIqMi9BtaJ5kKxUFQc0sygcSveYiCCBhws4Yu7u9G5wyk2SzpLKYtTMmGFntUhB7KB/KgDxYQuqiWcsiTicJBJpkHjaLsmn/bVuenzaOwXegNESyRvP+YiZs1R7MoA7SPVoh50hcyRzlm9mbQTVATtcjLk8N7F7GLJDzUpo9A/zIrDNCJ5zmJT0HrBKrISAVTVKfQYjXZmBGEuKXYTyIXzvZqWSTNnrJJJJDAuC2oL55vEZl02RILqJyzVnp8PCDv0IaSlniw+sbTYmzloH5jURHtJn1EC2OySCglMpJwhLkpxVV7wZEinY26iDrMQkgpRh4BKNU6dqlD1jaZTfEBuSn0EWIsRVkmYraWLQnxIdQotFvnhSkhKQASASrMPQ5jZ4xTNnzmGKYkA5Yag8KGGiLtX/AOpKfzKbrBCbEUntTpaB/CHPIZmMJcS3t6/Ic7OfFnmqbtTDwSQPnBSLlmn4f61AH65w7RJltVc5b/hDZQVJs6Phs771q8o558VL16RNtiCVYcOapI6rg6RgAYpUsbpYA+VIcLmK1VJl8AH8c4DnCWo9qetX5Az8IzXEyfr/AJ/sQBabGFOUy8A/iUPmK9QYSziUnLXaD00J5x0ps0sd2RMWdqi0UTrKs/7UpAOb+ehjeHFefr7sLaALJbJa3SJnul7FOA+X8vXrB0ybPQcS5bjCQFoqKtUkecBzLrkt2piH0ADjwNOTQPZ5c6U6pExQAzBcp+VOYHGOhZccx+6xjJOIFlf9dBm3ZPMQZZbuGFOIslh0bbVB8IQTLzSr9/KKFfjlHPe2vjBF2XjLKSPfqBIYJKU0qN7E03GsT7O5bUS8T7DObYcCO1oGGm4M7joRFlrs6AlT95iA9C52OxPJUKJlrUOw5TiYVGEEbSO1s2CCsBbvUNGOXapvTrsDRnKEIeOX0T/4ZtVuFTfcoZyE11oaVyLHTaYo/TZICdaaAhyW2gA+MAT7tCUkg10emdMx2TzguVZwlgzPTQP0oeYjPrYUtE5fP1/sk2LzIdkKqaYjkBTJsOhybOIqtU1RAJbWg2HYp/AxgWEhiGOulXrk6TFJtFScshs2nRxqIXtEr92KX8X+QJosebzFF88R0YCr55DSDrLZ0pow2t9K/IQqm2gs2jj58xFon8fLzEPmyz3kx6s7r2Yt0uUtzwpvhn7YXvKVJKEqcv0aPOEW41qdPulNd0VKvBRO0UcHIjZR/KOxZXDHy2bxycsaF15SSpVFFnqxOWu0QNd0gJnBRJZ6ZEZjnk+uTwWsLLv8vOu3aIrNj7ONVQSd7YW2vTntjNcTKqeollaJ2q/5KhgwIUnEXLZhiOXw5/hi+xTrmwJ99ZgV6sVBqlhQHRoHkXWmYQkDGWyABcAOrwcwFOu2SD3TyP1illx/FfI2XF+aOGsyy4YkGGUtLwusgd9ory+/nDAqKSxzpkQcw+YprHoTRqPbHYgogk5seeR8QYe3fY5aVqQSAVB0EgFnrR94UnmI5awCdNAElExagSGQgqpplz6wdfV122zIlzJ8tcrETgJIejPkSUsSM2zjmcJNmc42h1MtUgUM4n8ob6RfZBKUaS5i96qQjsSlkuhKACHB+Y5Fxyh7KlzCO1OSjgw9I8/K+V1fr+Ec7VDqzWfZKlp41gqXLGSpqADmEt9uISyrLK+KapX396w1sglfBKUvi59Y5uatvx/YElWaz6rmL3CkWIs8od2zvvU/+IJR7091CUDl6+URmyF/7k8J4U9Ian8fv/QFREwZJly+QHygadO/FPfcKt0ja5UjValn7+840nB8Ep+NfWKSfpf2AKqfL094vmYklSvgkgb1fYMFe5nHupCOQ+/CK5tgX/uTW8PSB15/e/wMoWud8UxKB97fWBFKST25y1DYCa7d0F/okkVUSfB+GT8okhUv4Jb72JPygqtl9kgB5eAFkyVqINX8xWGkgTz3ZaED7+8olKTOVkyeI+p+UGIu1R/eTgNzt82EYTfy/I0gSbZZn+5PCdwp6QunyrOmqitfPP5Q+NjkJzxKOyvk0UKUgE+7lBzrmf7XMTCT+P4G0IxPH+3I5kffziMxVoVqlH3zhtOs09WQbkB83PhAUy6FGq5nzPzLeEbxlH4fkmhHPs6Q+KYCTsAfmKvzEKZ8hL0z0IoehL9DyjqZ9jkozJVu06BhAqrQkUly/DyEdMMzW1v7DUqEVntsyXSikjJLYgFfxA1TrsgqXfMs5vKUa0ql88ncV2E8ILmWGasglADZE9lufeEQtNxOHOEnXQ9WY8xzjfr45aTormT3KJ1tWRliDhyg6O9RpzAgqReCSnskO2tHO7QwnN3qSewog6fSteRiUuZhcTJTjN00L8h8wYrpYnsLki9htaWBAFCQ+zwimzgs+0n+E59DlA0hQP7uYPyrp9D1gyzHCyVggjbV+Rr0MZTxOPYzlBotFlLYnAYszsouDszG+JCVy408RSCZc5LsGZvzZ5uDwGkRnzgxU+Q+E+DaRhKVbGTYJ7vxJPIbxyiZpUDm2bUfENoECSZwCQcwA4L4XeuRoaAZRRbbeEp7zlmp2d2Z9ItwnLQpp7BSbW6cTNmRrruLiIW60pbsClAK5bXNDpCJd5EjsigarVfOqjq+6KLV7xQClnDsKzXk9TyEbw4Rt6lrE+42n3glLEHu5FOh0rTfkTCafeZKjR+IfyEBzLcgGrzDtqPUkdIHN4r0CAPyg/MEx14+FjHc2jhoGsawlYJ7uvD/ABHpdx+xE+VKVb1mSqWMkEYlEKUACxSySHfbQxwN0XetU1AKcl4D+YGvSPVbNa5kqzTZKldlSCG2FqR1NGzY0uG8GbSGHtdYv06yqlP20ftEngCFeCn/AJRHEXXb8o6W7r5GJMxJxBKilX/FY6EiJcbEjgrDZkqSUrVgKC9KUJCVA8Dh6mC5Myzo1Kuvk0H+1Nj9xbFA9xVSwzSpwtvEjiIUzp8qWSAhyC2WzeY8vNjk5d/4MJJjez3ukfu5L8v8wwl3haVZAJ+958o5mXfEw0Qjz+UEyptoV8WHmB8qxyvBW6S+bsmjpkypiu/ObnTyEXS7NIGa8X3uhDZrJquZ98TDixLkJp3jxJ+VIzba2f0QB0sy/hlvx+yYLTLnK7qAB97aRKz28DuobiyfrBiLUs5f2jzV6RPK+6+rKSQCbtnHvLbh9IoN3S0gqUpyPPUjw5wymy1HM/1EnwDCBZiEpqV4eDJHPaIalXf6IKFU5UsF8BJ2n1VFYtqzRKRyBV6CCJ1rs6SWDncH+frA029h8II4jyBiuW+1/NiLkCcrMkDeQPBIfxi9NmSKrW3IDxU5hYZk1eqgNyQn/s8RFjq6i5319POM3Gt2l8hjhdtkpQ5OJiyX7VdWejN5bYCV7RNRCG4+ggSeiWkOtQJyDnLgkN0ilV7S0UQl+AYQuVS2TYNjBF42hemHw+dYsTZFKLrX0r4mESr6mKolIHiY0Jc9feJA3lvAekV05LyiS2dAtNmT3iCd5c9BA829JYohHySPCAZF2j4lHlBaZkiXnhf+oxm+X4yECqnTpncFNw8zSKzc01VVq6kk+kGzL/T8KSd5pAyrymzKJ6JHnFKWRbJIRSbAiXVRpsUWB5QFNnyckk8CCU8iagcHhgm51rqotxLmCUXHKTUufAeEaR4mMfFKx6nP2ixoIdsO/TrpwLQBMtk2TR3RsIBHIZdGjqJ9rkSgwI4JDv5dY5m8FJWewnBwZjxQez0aOzh87k9mkWps2L3QpJphVuJLciX6YoDn2+YQwL7wa9cxAtou5RBKUkjakEjmDUcnhfUF6kakZt5c47oxxy1NKix0ETVlgnIByW2B6mtC+UU3rZ1IAU1CHcmvTOAEXgrtVzJLZZ74tlzkqUCtzqyic+Ma1GOqRcMab1I2X2ktEqWuUhf7NbFSSAajJjmM9sK1z0rUTMdzmQY6PFLmJaYhAronIaMQXTAd5+z2BSQhQKVvhU+IdkB3KRSpHWLjlvRo1ljS2Ek6Wkd1T9MvWByDsg61XROQMSpasLE4hUMA5LjKgOcL/emL0YrZ6nd5RJs8uUhPxB2FSoKCwotXMAbgSIIvgTCsuKOfGEdw2xUzIhyf7X+sPLZMdiTmAfARKejMUqYluuWXAOlOlI9UsXs+j9XhYSMT4ycIBLhlORU127N8eYSlBM1Q/ifrWPVLp9qpSbGEYe1VLPtFCfHpDRfmcB7UIUcKnPdCTxT2f+Pu/GEXv0MOy6gGLB8u74N0jqr+VilLLUd+Gh8D8o42yKSVFJGf/JOXmP5oxzQT3M6smbwOgA4l/BMWypk1X4uQCfEuYrFoQMh0EXJtp0HWOGUf2x+pmxhZbEo1Lc3UfGnhD2zSEJHaUW2Ow6COes6pq8sTbqeMM7NdqzmQPExy5ObvKvkRY/lXhJR3Q/AeZjUy/j8IA3k+UBS7AgZknwHh6xtVqlIyw8qmOdRg3omws3Mt05eRVyoOsDmxKVVSvM+UQm3t+FJ5wKq2TVFgeSRX1jZRn2SQWMRZUJHaPUtEFW6UjL+0ecBou2YqpHNR+zBkm5wO8SeFIzk4f5SsYJOvhXwpA41igqnzMsTbqDrR4dfospGgHHPxrFM23pHdBV4QlNf4RAVoulXxEDhWC03dLTU13qNPSITrcs5MnhU9TApskxdWUd5+sVU34nQBi7ZKRQHkkfYgOZeivhSBvMESbo2q6ep9IMl2KWnNI4mv0EQ3jj8QEo99M1UeFB6QZZrkUe8QPE+kHTLylp1fcK/SA519KPdATvNT6Q+bI/CqEMZF0y01Ixfm9MouXbpKAwIO5NfpHNqnrmFiVKOz6DKDLPdiz3iEjqfCMZ4e+SQrC598qPcSBxqfSAVJmTadpfy8KCHNmupCakPvX5DXxgqdbZUsMVcsugzPhEqSj4I+vyGogT7OKNVEJ3Cp9IsTciEZBztNfpBM++gr90HOxVDy/F1B3QntVsWtwtR4ZeEax68t3SAttNpQjMudgr9BHP3oRML4ADtBZXUZ83h3Iuxa6sw2mn1MFJuZCe92j0HrG0MuPE7vUpHB/oalFgkq4Bj6HwMV/oanZJrqkhlf0nPk8egqkpSNEjkBAFvVZyGUkK2aDkc+kdeLjJTfhLWRo4l1J0b72aco3LnkOQ4O1Pi41yGYMOZ8sGneTsX5LFRzcQutNjS9CUnQK1/KoUPhHdGd7m0chXeF8zVSTLoQRhKhQ4aO4yemdMzSOfEonIE8IaWhBSWI9eusDFt3T0jojLQs9K9xLkS0e4R36uS6mTQDdm5bdshRMtRJbY46GCbitagntIDgAAtVtXeNG7MRXMUrslRUw3l2rx2Rn7uK1emuvn6RlenMymQkLm97MJ0JrlnkOsFWa9AFpASoJyUpbsC9QydQArmRoYGVaQjuJSG+I9o8noIttdoTMlqaS7dokEsa4i4yDtGcc8W6QLJBlE68rUtapa5oQEkhSQUoBCSQR/EDShNYWzgUKcbiDxy3aP1hxaUCbM96ZJckMSa0AIUGNEuCHzqKRl+2Ull9kPmyWDuTo9A9ABkI1yTjRdaEZd3pUy9FdoAZB9ORccoPkIlozAHz9YEsaSqThBLoLsPwqYHeWVh/rMRRYFk7Bvjzcqt+9LQ5pDYXkkZAnwjF3ovRh4xCzXYnUk+EOLLZUJrhA3/UxySlijsrIFQlzZmijxoPGC5FyqPeIHCsMv0xAyrw9cogq2qOQCeNYOpkl4VQiUi6ZY0xcT9iLSuWilBuHoICM1SsyTuFPlF1nu9Z0CRv9M4zlH98hosXbfwp5mkCTbSo/FyTSGku60/ESfARemzpTkAN/wBYz58cdlYzn0WJavhbeYJl3V+JT8KQbPvKWnVz/DXxyhZaL5JokAcan0i08s9lQWHCyIRUADf9TAtqvOWnXEd1fHKFFotCl5knjEEWCYqrMN9PrFrClrNhZZaL3Ue6AnxMDzELJ/aLL/hzV/SMubQ0lXVhAYErIdw4wpypqCduxtpjEWdKMyBuTX5U8Y1uEV7qGAyrA+YVxJCf7QFfOD7PdcsVwrUNpUAP+IEVTr3lI7rE/wBR/wDmFtqvpa8qbzU+MTWSYjolLlIGbDYGA6sPkYBn+0CU9wPvFPE16RzUyaSXJJO+LJVlWrIMNppD9njHWTANtF8TFPXDw9c4ERiUaAkwZIu5I7xfwEHy2SGAYboh5IR8KEB2e7FHvFhsFT6Q5s6EJZxibImqhwOnDKFVpvZCKO52Jr9BCe037MUOz2Buz66colY82X4IaR11ptqECquXxckip5Rzd4e0pI/ZpbYVZ7qQgWstUkk5nV951i5KFLZxT8WRp/y09Y6MfBY4ayLSITrStagVKKjv8tBBVkSVZB9+kSkWJCSSTiYeunIZ0jU60nC5OFOQ01ajVPKOhy7QQPUYIloT3ziP4Rlt8t0VWy0AoUDhSjJjkS3ieAeE0+9WLIGWp37E5aavwhfNnk1WSSatmdvIQ4cPJu5sagW24ywppQISMwS4PAZjXXpAKsOtDG5s4ncDsiKLMohwkkR2rQ2SZ2iJPwgFoZolo90pJLHTjHHTfaRIokKV4D1gKdf801okOH1JEUoaUwlFyH9ss+gWeTecUJUEPiUwNDXPdA6J5UR2gHapLAPvjRS+ZiFCMdkEYJBNjvGWhiXcBgRqBQ+I+UdLLWm0WZ00GZo5SzhVMQcitKx56qgb8KiORqP+3WOy9mbcgyMC6JYoVVqHhqxjOdLV7Gy8jLnmCXNGOqe6pvwkMpn1D9RB942kS1FLOQSDoKQltKUoWAkunIZ6U1q7NnDafK98hEwFqYFUcugBjuBTh5pMceWMXrI4pRKpV4TDQEDh9YOs4Wo6qPMmJXdY5Y0f83pDqXNSkNQDcwHpHHPNFOoozKLPd6i2JkjjXoIYSbvQM3PGg9fGF06+paaAv+Wv0gSbf6yewAPE+kZ/+0/gB1SAlIow4UgOdespNArEdia/SOZVPXMLqUTBNmsSiOyPvjlAsCWsmFjGbfaiOyAnean0hfaJq1ZqJ4+UNLPchVVR5D1PpDWRdSQKABtTz9NNkWp44+Fajps5iVdy1VApvoILlXQNanYPusdFMCEBzXeeyPU+EJ7ZfqU0SP6aDrmYOectvsKqNosATmAnjn69YqtFolS889//AMj1hPbLyWrUJG6n1hYs5+caRwN7/wBhYzvC/wAmiQ/GgGlAKQgtVpWrvK5QXJsC1HKm+ggr9XIGfaO6g+sa3jh8wsQSkkmgJMHybCaFTAbBn9INMnQU4RWqYEd4gD76wpZ3LwhZZJkJTkK7TUxatbByWG+FU28lEtKQ9HKjkPICuZIhdaVgke8WVl8k5Bq97Ifyg8YI8NOeshqI0tN8pFEArPQdczyEB2m1KL+9XhH4EVPMPT+YvugOdaCxAZKTQhNHB2nNXMxbKsKiKhg4HUtHRHDjx6l0kVHDhYOkgUcuCw2sG6NwiYsK2YhshXfSg1htIu9LdkOaMTlm/wAgrIaRualikTCGJ1oNnZzJqRtglkl2QASbMkM3aL5nKnhm22LJimqpQAbWgqdBmrLSBbTeof8AZjId5Ta7E5DLV+UKrROJJUtVd9TT5QQwSlrIajYROvJsWAVeijuoGGQy1eFs+bUFSi/Fy0QmzmDJ/q9Hrn/iB0IJLAOY7YwUTZRJqnHSg8Yss1nUs9kPtP1g6y3WAQVl9wdusMyyRSgA3Bh6QOXkaKIulXeBRTk+AG4dItnLLigoGo9eNc4qN4FRIQHFAFGjcQdX5cYkbrxVPaO0lv8AqfLhDS8xiGNExpoioxqMbWZToAMGJVC2yK7P3w8oKSqJaJZVax2lbwFDiPo8Dy1tlBNr+E6Ox4GhgIFolLQHuMZc84G2VDeMO/Z69Sy5ZPeDj86XKeoxJ/mjmZC6+HWNypplrcFikuDsIqDGU8SkmmZyVs6YX4s91hvzMVzLWtR7SieJ+2gCcgY8SSyF9pIGgVmP5S6f5YPsslPHjHK448eyMJJIKsyyqgENbDd5PePIVMQsSEnl8vKHMu2ypYGJQG7WODNne0UQH3ddaU6da/QQ5lyAPr6Rzsz2kDfs0V2mKf1hNmZrYfb5Ry9PJPWQzpZt5S0UKnOxMArv4g9hFDnvGtdPKEycO0n1+/lBcmyKWOyCx20H16GN4Y4w1YrZXbQpwSoqSqqSauNQdihqPJiQsJdgCdKO8O5FjSgFK1YkkvT4TtGvqOTWGWE0ACd/mNsXLPFL3QoRIusu6mHifT5wSiwpTkOZz+nhB6pgDnxMK7ZeyE0HaO7Lr6RHPkyaCoIWga1hbbrWlGZrsFTC213otWRYbqDmczABUAO14aRvDhv3BQeq0TJgdACUu2JRA5OaPuDmAZiEA1Jmr2lwnyUr+2NypxHZAxJOafkR+EjQ8cwSDcq7mDlXZOR12sfwndHUuTGithRaZi1KbQZJSGAqcgKRORYiSMVMz0p5waVAYsI1Z+AHXOICYAXWoANQq3n4U5qy0eDqSlpFDtsKN3pYAJCgoOSdhS48WypBE2UBhK10fUUoDkGL1bbG/wBZpUypbMEEEqZ0kJDYhkO7nV6tXJBbLxAOJ8RbNTs5Zs6kUOyNlib3LUR4LySFNUJzK1M4Io7ZAdo67OEc7aZ7zFzFKJHaYnMgulLOx2ZwvtVuWsu+WRyA4DSBsJJc1MbqCSNFEtXaj8AYbTn9IoYneYa2K5FrGJXYG/M8tOcO5VjloSyWfU6njWDnS2NFE52VdijVVNWHnDKXZ2DAMNwgu0WhCASpQDuw1OlBC8mZOoOwg7wCQ7VNGHhtMGrLoyfbUp7I7Stg27zp84AtWIk+8dwWwgMAqtFOaGhzc0OUamrCMSEHCQe9QuAw7KhQOX+sBybOpfZybX0jWMKJsjNnkhgSHyCTQh+rwXJnT2fPFUk55AV6QXZ7ClJdq7Tn1i9S0poSIptE3ZzJmjbEDMG2MjIqi7C7HaEgF1AQUm1o/EOsajIXKIjaLSgpIxDrA0yal3xCtc+vjG4yFyAYJ6doiVpnpLEKGVYyMg5EKgyyWxHu2KgCk0c5pVmORAP8xghF8y06v8oyMjOXDxluS4Jkv1+T8YSN0X2e85QzmJ6xkZE+yw2RPSQzkX3JDftUDnDOzXlZndVqlJ3BQJ56RkZGMuAi9pMXRQ2s1/2BOU+UTtKoK/8ALLJrapXAKjIyMX+kwerkw6KK1e1Vj0tEofzCsAT/AGysxdKZqDQ4VKLDbhO0GrbDxcZGRcP0zHHux9FCGf7SImGs1DbCachFP60kazknc4blGRkdC4SC2F0UQm3tJf8AeIL74sFus570+XwB+ZjIyCXCp7Og6KMN9SACELQBxz8zE5d9yQC81BGrmnICpO/SMjIhcDBd2HRQuXf0sPgI7yjiUxLOcLDIFmzfc0AKtiFqKlTBvJLkxkZG6wRWxXTRA3mhJVgY0whROT5nfRxzzgNdpSalTnjGRkUsaKUUi2QpKqFaUjUkj7MOrHNsqB+8STqSQ/LQRkZCeJPuUg/9bSP/AGo/qEKbb7RJUcMogaYj5A+fSMjIFiSHZRKmyUpVMVMStQKaEglTkOwJdm1amwxku9pa6v7uY3exEg7i4yjIyLUUhPUgTKW2OYh9WVT75awYi0yE5TE9RGRkFCoHtd7oGRCuBhVa7SFEKxCoyGjOGO+j8CIyMhqKGtNj/9k="
,4.,Alpha Mini Soccer,Makassar,"Rooftop Mall GTC, Tanjung Merdeka, Kec. Tamalate, Makassar",Rp 250.000 - 650.000/jam,"Lapangan rooftop 63x43 meter
View sunset
Rumput sintetis berkualitas
Tribun penonton
Area parkir di mall","https://asset.ayo.co.id/image/venue/170859796217183.image_cropper_1708597910069.jpg

https://asset.ayo.co.id/image/venue/170859795250713.image_cropper_1708597870231.jpg"
,5.,UPTOWN SOCCER BSBcity,Semarang,"UPTOWN MALL BSBcity, Semarang",Rp 300.000 - 600.000/jam,"2 lapangan rumput sintetis (52x30 meter)
Sertifikat standar FIFA
Pencahayaan optimal
Pemandangan alam asri
Toilet dan ruang ganti","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx8YqlpoQoj5bboIUAQh0veZ7GJ0Bk7UngVg&s

https://rri-assets.obs.ap-southeast-4.myhuaweicloud.com/berita/8/o/WhatsApp_Image_2025-08-04_at_11.17.58/6jqabk9pocpyo68.jpeg"
,6.,Victory Soccer Field,Medan,"Sempakata, Medan Selayang, Medan City, North Sumatra 20131",Rp 250.000 - 500.000/jam,"Fasilitas modern
Area parkir luas
Ruang ganti bersih
Pendingin udara di ruang tunggu
Kulkas minuman","https://admin.saraga.id/storage/images/2023-11-29_1701228608.png

https://asset.ayo.co.id/image/venue/165597881878129.image_cropper_1655978680970_large.jpg"
,7,HK 99 Mini Soccer,Yogyakarta,"Gang Jragem, RT02/RW38, Nandan, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, DIY",Rp 350.000 - 1.200.000/jam,"Rumput berstandar internasional
Musala
Kamar mandi dan ruang ganti
Penerangan optimal
Parkir luas
Tribun penonton besar","https://asset-2.tribunnews.com/jogja/foto/bank/images/Lapangan-Karitas-dari-Semak-Belukar-Disulap-Jadi-Lapangan-Mini-Soccer-Berstandar-Internasional.jpg

https://asset.ayo.co.id/image/venue/170347229641817.image_cropper_1703472056318_middle.jpg"
